,address,store,buy,swap,share,referral,total
147,0xc9c1d2eefc6f646067a0097913fd687d58baa535,0,0,0,1,0,1
148,0x616f617d1892b8a65998834790c5bf3e36af2e25,1,1,1,1,0,4
149,0x822836a51310ad7e640937b1e84c5caf7626c47a,1,1,1,1,0,4
150,0x939bb3d072fd57e168ae5792ce12a740b1eb9a5b,1,1,1,0,0,3
151,0x47afb6b5097571ba1b3481df0b3e4f22a992a8f8,1,1,1,0,0,3
152,0x89bc72e58ce47ec5f8f9339f65925b0550d1d36a,1,1,1,1,0,4
153,0x3b406a83929cdb06a0ebc48e80ac82b913113b25,1,1,1,0,0,3
154,0xc3962ca0709009ab9214bff79784abc8ab843867,1,1,1,1,0,4
155,0xaeceb1a2cef4c94eabb8fd377b679d25409e702b,1,1,1,1,0,4
156,0x72b18231b9791341707b31b536ce64ae042d52e6,1,1,1,1,0,4
157,0xb2290ea519e7f94fb539308874428645a5b11147,0,0,0,0,0,0
158,0xb6a3dfa6d6286624ad76f90d2c6d0b356fdf25fb,1,1,1,0,0,3
159,0xc960f39c7b3bc2e33d0b8cc74a9878ea746dc7f2,1,1,1,1,0,4
160,0x51921c48e6009d640de89f0f8b1e80af968ab13a,1,1,1,1,0,4
161,0xa39cd2aa3b0b25ed8532e2625da00a1b455bd2ce,1,0,1,0,0,2
162,0x9068586b5375e87e6110dfb16037279fc3fda26a,1,0,0,0,0,1
163,0x6be1ca3b9137e9a2484aa595d228e269807643c6,0,0,1,0,0,1
164,0xcca5078110b96974ed4f3f1517e5602818c210e0,0,0,0,0,0,0
165,0x0dd4cb2a7bf1299277a835caabf8452c76ddb847,0,0,0,0,0,0
166,0x9e7142C527c4BBe2DD357a2A75130ebe1AEd3452,0,0,0,0,0,0
167,0x93cbd2bea9734a332f919890a6ce93f50e8f8256,1,1,1,1,0,4
168,0x4c3a0d41cb765c47d3933f1a05160b7ba085dfca,1,1,1,0,0,3
169,0xbab7021edd044b707111ad97ff3b500767792073,0,0,1,0,0,1
170,0xfd7c4266a2fc10872d6034ec58607d62b0783028,0,0,0,0,0,0
171,0x11a15c04817042dbb738a58150f341331f7265b0,0,0,0,0,0,0
172,0xace5f11239296ed745c46bf29c207fc3626d3ce2,1,1,1,1,0,4
173,0x84a886e038a47855fdb1d5a03bfb649788771526,1,1,1,1,0,4
174,0x0df877230887425559789c5e2543570ae1145917,1,1,1,1,0,4
175,0x6baded2278a554e18a52f21f0c75cbb251149fdf,1,1,1,1,0,4
176,0xa6190003ab069558110eaab036e9c816fdfa15ad,1,1,1,0,0,3
177,0xecc2f447ae19f763afe38281fb277f826e204795,1,1,1,0,0,3
178,0x4589825b134bcd649e484f968979da1d44ca32f4,1,1,1,0,0,3
179,0x2921e285f672a2b6e5b8feb5e25b277cfa5154eb,0,0,0,0,0,0
180,0xf9459f0650f7ff647386a73ebcebe21fafdce0ea,1,1,1,1,0,4
181,0x1ccbd1daaf9722d73023d0aba77132eec25d8920,1,1,1,0,0,3
182,0xb9436ccde8cdb1589233ebb0c45f7121b90821d1,0,0,1,1,0,2
183,0x212b531f0bc2b454f9bc8e52a4db6f2b4311d27f,1,1,1,0,0,3
184,0xB37414e94cF1622eA9a9494Ec792da1eC503C773,0,0,0,0,0,0
185,0x36897efe0306fca7c0a840e0efa1105da5bde0c1,1,1,1,1,0,4
186,0xd767a88bf142f920b2248bfdaa87ad692cdd3288,1,1,1,0,0,3
187,0x06da9f28d59c55d70fd12a007ccf8a14c9bbfe14,0,0,1,0,0,1
188,0xaac71e5c1de5a956909a188368821290fd62b8f9,0,0,0,0,1,0
189,0x8fc9c898b6bb1c88631892a4a15a4f449614b341,1,1,1,0,0,3
190,0x959629cb525158cd8503acd3b3307254618a26ef,1,1,1,1,0,4
191,0x2bca59c78a4048e3c2fb84fa14c3ae26ac7aca99,1,1,1,1,0,4
192,0xa7088ef1a8440d5dcc5ad62e67c6d1031b218e0f,1,1,1,0,0,3
193,0x714220739afc366b203790ae9ac60441257460dc,1,1,1,0,0,3
194,0xe531044485f6e5d1f66167eabd0711d2d1761571,1,1,1,1,0,4
195,0x1e81244bdd89f77375582cf9be5a41b31ba10c96,0,0,0,0,0,0
196,0x6af69000efb1979f73bac944384175622c87d0a3,1,1,1,1,0,4
197,0xf0ce37b90f84f6e2240735e49f538561f79025c1,1,1,1,1,0,4
198,0xedf240cf2f2c849e79270138463ac2d3fc9e0a4b,1,1,1,0,0,3
199,0xa443b2596fc477733bc1d9878ea01d2fb56ad392,1,1,1,1,0,4
200,0xae19e1eb6b0aef48670fbeb594e4eba5ccc39044,0,0,0,1,0,1
201,0xe37a40dce9540855f82f45c4a2f9c8fba23cee5a,1,1,1,1,0,4
202,0x69fefdbff897d1d0fb462ec113e2e309f63b81cf,1,1,1,0,0,3
203,0xab665c6a7ca05ce8d4c54c377de9324eb3452c35,1,1,1,0,0,3
204,0x388cbfe51670d54c4aa85857b3e1cdc5d3c01740,0,0,0,0,0,0
205,0xdb5e7717531a9d65ba68cf85c278cfe06b9c263c,1,0,0,0,0,1
206,0xaf21bcbe9bc68f3555942c23069158fa7e19b9c1,0,0,1,1,0,2
207,0x9b074b67e9aa8c4eafc8d39a7fd3fc9615c4e6ed,1,1,1,1,0,4
208,0x0e48825247d2c11d0565a541064d77de6d3ab7a4,1,1,1,1,0,4
209,0x6b8820a2619ccf8f1a25720a2b608c92e4a20ae6,0,0,0,0,0,0
210,0x1302e99149d8de14311878cadb8ab6428f12edd7,0,0,0,0,0,0
211,0x2dc42f7e1c19c0fbc5ab31a9021149b16ee6ea81,1,1,1,1,1,4
212,0x0caa1e7a5e1edec64689397a274b1c471f386a64,0,0,0,0,0,0
213,0x36f0ce5c2bbd8ed4f93b81f1e259b90420e3bc66,0,0,0,0,0,0
214,0x6c915163985de6bf4587c0ab8e45fde473c0abd3,1,0,1,0,0,2
215,0x93b8606c331239d95405907a312cdcb382f81b86,1,1,1,1,0,4
216,0xf925dedb0ec8df038f40f031d8f0766e0826c7b0,1,1,1,0,0,3
217,0x38f7402d0dc6e054ed0cf7ca97eba201ed8d7375,1,1,1,0,0,3
218,0x9f77c935ef20acee52726395c3cef06e5255cb33,1,1,1,0,0,3
219,0xd884217a6c9425145c8451f0c6ff00169e5a360d,1,0,1,0,0,2
220,0xceefdc4ff92ef27be10b67330c9f260a1e03a950,1,1,1,1,0,4
221,0xb6d7dfeb29ce24203079852961ecd324e8674c5c,1,1,1,1,0,4
222,0x37aE4dF5e3a000f5C8fe7f571F112458F55D09EF,1,1,1,1,0,4
223,0x3fa9618d21fa850f6fe81a43867e858e69b82fe3,1,0,1,0,0,2
224,0x62dd4562797b64348bc14b82b93d6d428ea26034,1,1,1,0,0,3
225,0x4678450dba180f5fd0d459f41d2337a60c764aa5,1,0,1,1,0,3
226,0xfa40463f85c590180ad73734128f38da0596477d,1,1,1,1,0,4
227,0xcfe06053c17df3b354c4d24ec4411c6f46d6b15b,1,1,1,0,0,3
228,0xa7048682ae391cf039eb2e53f69cd4b47eeb69a0,1,1,1,0,0,3
229,0x27bec08eb8c0b3e0c65fa005e672fe8783e10aad,1,1,1,1,0,4
230,0xe6759c58fc03877713585ba32b8a3d099f996175,1,1,1,1,0,4
231,0x408295c258f8e94f057d523db64173618b08b3f9,0,0,0,0,0,0
232,0x892a38987ca611d7da5452ebf38a24ac297d0af9,1,1,1,1,0,4
233,0xaff602038d84fb3610835e5bbe3606ce48e4efc0,1,1,1,1,0,4
234,0x9ba21497e4eb3370353ebf77bed49c568b5195b0,1,1,1,0,0,3
235,0x2494c7afb534f5214097b76fdcbc083cf075afa5,1,1,1,1,0,4
236,0x8235bc4ce50671f31957e1681deb8d504d880a55,0,0,0,0,0,0
237,0x218dec607ffbafb38db7cb297916275a77dda095,0,0,1,1,0,2
238,0x9fc27fd44bb2b85db4c931af3797488b19d8d8f4,1,1,1,1,0,4
239,0x982f4592d0c99fdee05e544bae8668013f436264,1,1,1,1,0,4
240,0xeaaf6b7d80b9b30e22870ad43bd217cf5fb7de9c,1,1,1,0,0,3
241,0x7614df8a45c6f4984f499bf50ab648778698b55b,1,1,1,0,0,3
242,0xB05B87Ce99bC8D1baA237dcd081801995a555241,1,1,1,1,0,4
243,0x48fcccb2c6ce29d58ac476acf942e145bcf137d6,1,1,1,1,0,4
244,0x0e23c9cf9528e0e689f120edd12c1839b51b2232,0,0,0,0,0,0
245,0x49362d816fa29c68e94dbc2e30bb6e54284eaad1,1,1,1,1,0,4
246,0xc6c95cfad7ce1b649dfa6adf9ceaeeb3e305573e,1,0,1,0,0,2
247,0x6aafa2e36eef49c518cab154e8b0e9d9513742d3,1,1,1,1,0,4
248,0x51fdd5e94b8f137eb24eb9317687c6be26586327,1,1,1,1,0,4
249,0xbba0a9f8b72f1ad3b0772d276d21f5c9a07e0154,1,1,1,1,1,4
250,0x0f4d40ebd890c5b8bc8d77405661a8f475cc386e,1,1,1,1,0,4
251,0xacec624d7419798a9c7ce23f48bdc5ff53a78b4c,1,0,0,0,0,1
252,0x48d967b599eeb66d17685803edeb913449f482c2,0,0,0,0,0,0
253,0x79cbf8a0570367abed1a9a6002a67b1b21327aca,1,1,1,0,0,3
254,0xe6024e803a4b0376d0f8b9ecb710faed20ba19bb,0,0,0,0,0,0
255,0xc5fe0e7fd58b32e065ebeefdbe30f38adb02c50c,1,1,1,1,0,4
256,0x655cb4683bAc4757A98CB08daAa862287a7d600e,1,1,1,1,0,4
257,0x0dbb589a3c068b8c6a2ef56abd1d4e1239a12460,1,1,1,1,0,4
258,0xc21c8b40c0ae381475f376b1f1735d497e33f82a,1,1,1,1,0,4
259,0xd9f1fe3c2f476fb3b5ef1aa830d3e2b39122a3fb,1,0,1,1,0,3
260,0x1e10f2cb43b8182fc10e5dbfa08156b019df70ca,0,0,0,0,0,0
261,0x8b74e9815cba3377e3589e4ab68e0cabcda7005e,1,1,1,1,0,4
262,0xc3e1e7124b366c45094708edced998f13c73a2fb,1,0,0,0,0,1
263,0xf39c106c9894516bd9a705b3765f1527468cbf28,1,1,1,1,0,4
264,0x65217dc735f420a0520f9ce23678d4ade87cc03f,1,1,1,1,0,4
265,0x3edc0dcdb37b3956e06205a0b256fbae6fe9e037,1,1,1,0,0,3
266,0x752fb12a8a821cb18936e6b313aab70ae9e27fdb,1,1,1,0,0,3
267,0x0628b7951f3d1503e09878f786bcbe822c20b377,1,1,1,0,0,3
268,0x8dcec9a2d12f40d36426d7305bf67483caa6befd,0,0,0,0,0,0
269,0x3dda9bd4177013faf83afdb98d7f37960075c484,1,1,1,1,0,4
270,0x6bd931d737ff673a6226335fa6c366b99ddf3fa1,1,1,1,0,0,3
271,0x6b9cd3fe4620322b94eea31144a8f9ed9efb8146,0,0,0,0,0,0
272,0xa984f7849b95007fcd9195f7daf31335e530ac0b,1,1,1,1,0,4
273,0xe75cc80ffdc3951d5c36fe256354df71ac378716,1,1,1,1,0,4
274,0x3528ec70be4b9c38b3768768faadda90b675e167,1,0,1,0,0,2
275,0xecf3f35c187041ff679459b8ba2c1be6afa14b71,0,0,0,0,0,0
276,0x4ba6231d96216a8e836ea0c3cc094ba6448ee06a,0,0,0,0,0,0
277,0x1475bd7e53359bb607a8111170a56f1d40e821c2,1,1,1,1,2,4
278,0xba0430100e1579b62ddfe80d0fec3eb9f0e6e8e4,1,1,1,1,0,4
279,0xbdf9b60fb5826c1603fe8fbb7a2152df0fbc32da,1,0,1,0,0,2
280,0xab921a9d676e88c8a74c7e630f6893ccd77c476b,1,1,1,0,0,3
281,0x08c927de0c065c3b21506e428d66aee647c6396a,1,1,1,1,1,4
282,0xec5bddb1d987d6bc5b400107b305794922e64b29,0,0,0,0,0,0
283,0x4039d59980750e17782e6cf29da8882ae5546e54,0,0,0,0,0,0
284,0xcffe26219c0d9e77084e224cf94a0e098ac46042,1,1,0,1,0,3
285,0xabE86cd8b5B70f144586acB49FC6EcF363BbfecD,0,0,0,0,0,0
286,0x248AC4D34D253e6EB659D9061b40E86886675C81,1,1,1,1,0,4
287,0xd9d63d051e4ab8f5dae6859fca09dae293ad6a65,0,0,0,0,0,0
288,0xa07d42a24e8b05112c21cf073dd736ddc642e2ca,0,0,1,0,0,1
289,0x18b62fa69b0bc217393bed19278c2d5ebb8ae752,1,1,1,1,2,4
290,0x74ce326b48623823e1bc17d00d6ff47eda1dca14,1,0,0,0,0,1
291,0x5ade8eef24e1f837993cd7cb5baa2dc09f3d22ee,1,1,1,1,0,4
292,0xadb60f2b378d94e7f7c87124264dd9d5d839606c,1,1,1,0,0,3
293,0xcc23805c657d966099e721bb3e9c1b5cbd8b3b6f,1,1,1,0,0,3
294,0xc9f7fdd52c5a058b2ccd725f8976845a8c2e5c6a,0,0,0,0,0,0
295,0x173542fff98556701b4d31c3560ae44a276c0b24,0,0,0,0,0,0
296,0x1d6fc06dfa9ab3b706f1573f1b2cb94a9ae4398f,1,1,1,1,0,4
297,0x39026273eba256325bb3fbc863dc4aecdf2d14c8,1,1,1,0,0,3
298,0xb4124dd6a6103386499f22be81c70ed37743d248,0,0,0,0,0,0
299,0x22e3b0fbf626b7c791100c3b0ad4f1a96062190c,1,1,1,1,0,4
300,0xb7f06b794dcb748679f4832137ca5c10a32cf12f,1,0,1,0,0,2
301,0x68292357e9b0b35e08861ccdb53290bdb92999c5,1,1,1,1,0,4
302,0x5324a12e45bcee71da2402810e2fc4b27c6dce91,0,0,1,0,0,1
303,0xf119552b65b4b3f2a0c84a4a6af81f7218d668ab,1,1,1,0,0,3
304,0xc75a7f9d7ad1ab74c70bd4f21d97b749fde3bb0d,1,1,1,1,0,4
305,0x3ed5d446ee46a7f695fec94fb525c49521d2ddfe,0,0,0,0,0,0
306,0x8044ddc9cf05a158d5519ab69077c7e527e34a8c,1,1,1,1,0,4
307,0x9ea77d26363ec967e8dd00c9ee4d109ee4f4f07c,1,1,1,1,0,4
308,0x44f99d83cb229849e51010c5e3e54b79c009b958,1,1,1,1,0,4
309,0xa2ff81b1af38542eee688b80f3371df6295631f6,0,0,0,0,0,0
310,0x9c0d9b51f6ce6d5d09db2b247b7091e0f68587b4,1,1,1,1,0,4
311,0xb5632fa3da3a84751d0abbb8d54d2e681dcf9852,1,1,1,0,0,3
312,0x375ec41190e88765c9de1aa2fedc5e728cd99431,0,0,0,0,0,0
313,0x7e044f70d7b6c5c750874d4c555d88c7a71c1833,1,1,1,0,1,3
314,0x8a0d1fc22a443d733af90e9456222e2890b32d05,1,0,1,0,0,2
315,0xaa82d6413d78519243a92f2952a2e9747006fef9,1,1,1,0,0,3
316,0x74ed885b5f275e58bf79291e91ee68fda2378004,1,1,1,0,0,3
317,0x4a94118615757750b442ae2552e4cb26112ba0dd,0,0,0,0,0,0
318,0x4d4eddc08f5544887423d07521de457cf752e032,1,1,1,0,0,3
319,0x91f5f79c7ea0eba35d5a1538b2563b85ec31dab7,0,0,0,0,0,0
320,0xd457332e8a5af6df7ca9b9b771d644665d0a3c88,0,0,0,0,0,0
321,0x3a9c8c081e90ac88da24043a682dcf5b72ecc819,1,1,1,1,0,4
322,0x128d74ffb3c4df5c05431bd16b67ce4a5a30e489,1,1,1,0,0,3
